# UV350AG,,,
1046,98.735391,98.888451,98.696722
1045,98.676316,98.857368,98.732538
1044,98.557879,98.877695,98.755417
1043,98.545515,98.905158,98.772038
1042,98.585608,98.90614,98.742311
1041,98.54938,98.907903,98.712236
1040,98.543209,98.913006,98.743707
1039,98.589998,98.938691,98.756165
1038,98.542379,98.928725,98.726993
1037,98.518036,98.869741,98.707488
1036,98.545954,98.858644,98.708815
1035,98.467821,98.924653,98.709877
1034,98.542373,98.968397,98.732116
1033,98.662092,98.920144,98.722288
1032,98.728105,98.869898,98.708185
1031,98.761169,98.929534,98.796577
1030,98.708435,98.970756,98.820283
1029,98.766528,98.908862,98.773057
1028,98.836081,98.88222,98.718244
1027,98.826471,98.914938,98.79097
1026,98.781701,98.935044,98.711402
1025,98.757449,98.928581,98.766864
1024,98.795312,98.938632,98.781312
1023,98.791366,98.940821,98.781414
1022,98.795284,98.895941,98.765915
1021,98.770396,98.937327,98.753676
1020,98.710383,98.970968,98.752767
1019,98.636471,98.878626,98.774699
1018,98.601661,98.867236,98.722892
1017,98.571151,98.908572,98.766729
1016,98.599195,98.943497,98.734408
1015,98.641252,98.872535,98.734577
1014,98.706595,98.91646,98.74112
1013,98.654721,98.920017,98.739569
1012,98.718919,98.862124,98.770186
1011,98.746123,98.888956,98.785875
1010,98.742191,98.909334,98.773175
1009,98.68741,98.840958,98.818822
1008,98.588674,98.9042,98.734651
1007,98.662316,98.977439,98.785926
1006,98.756613,98.892266,98.75141
1005,98.772299,98.972733,98.784
1004,98.753474,98.933714,98.762276
1003,98.758046,98.858574,98.771924
1002,98.720131,98.919536,98.766814
1001,98.7045,98.983944,98.785864
1000,98.629797,98.896533,98.807474
999,98.612196,98.830411,98.803469
998,98.642357,98.902777,98.719139
997,98.621765,98.89358,98.769043
996,98.567596,98.935542,98.769003
995,98.605474,98.887358,98.773805
994,98.737666,98.934108,98.813866
993,98.620219,98.964571,98.713057
992,98.536179,98.904953,98.70919
991,98.684565,98.857301,98.812935
990,98.558797,98.907548,98.747821
989,98.618922,98.940606,98.690292
988,98.634297,98.959377,98.708242
987,98.672097,98.882781,98.715378
986,98.614923,98.816499,98.76618
985,98.713937,98.897963,98.701734
984,98.450621,98.956229,98.763124
983,98.517308,98.824269,98.741836
982,98.514918,98.93688,98.683413
981,98.481618,98.854401,98.794915
980,98.421517,98.905001,98.75186
979,98.434322,98.939009,98.844184
978,98.480512,98.772142,98.71377
977,98.491362,98.881864,98.80899
976,98.595777,98.913593,98.692528
975,98.607014,98.946207,98.613018
974,98.626324,98.849326,98.751108
973,98.584476,98.885224,98.737217
972,98.406562,98.802011,98.753757
971,98.423627,98.936307,98.795925
970,98.431652,98.861584,98.745014
969,98.435172,98.989962,98.666888
968,98.487038,98.822615,98.670279
967,98.702817,98.921134,98.829093
966,98.619703,98.806967,98.819501
965,98.509892,98.958853,98.720285
964,98.470365,98.869009,98.691384
963,98.636588,98.961843,98.611874
962,98.692889,98.809051,98.684604
961,98.556094,98.886945,98.825031
960,98.519294,98.874183,98.787434
959,98.734329,98.948753,98.679797
958,98.744286,98.898011,98.658957
957,98.556542,98.787665,98.57438
956,98.606358,98.927688,98.77686
955,98.739855,98.739866,98.823291
954,98.795247,98.883668,98.679567
953,98.796169,98.768278,98.695305
952,98.686323,98.910494,98.657891
951,98.63718,98.929064,98.678032
950,98.685089,98.766105,98.65153
949,98.665206,98.753179,98.804825
948,98.642825,98.885666,98.678086
947,98.768115,98.926987,98.645954
946,98.731634,98.92535,98.717934
945,98.66398,98.734025,98.700847
944,98.683487,98.870838,98.6736
943,98.636636,98.726611,98.655557
942,98.616867,98.895155,98.528629
941,98.590399,98.810129,98.72655
940,98.582203,98.690578,98.78572
939,98.340114,98.846527,98.629172
938,98.574761,98.898562,98.565062
937,98.502049,98.710073,98.707002
936,98.560907,98.856722,98.638116
935,98.48744,98.922179,98.647713
934,98.401573,98.721051,98.529994
933,98.535982,98.895556,98.682951
932,98.698928,98.74082,98.721939
931,98.638541,98.881524,98.559771
930,98.491342,98.938165,98.745007
929,98.587694,98.720033,98.589577
928,98.475768,98.8563,98.559518
927,98.522826,98.91346,98.692654
926,98.61482,98.710695,98.715075
925,98.653349,98.867293,98.545711
924,98.561939,98.867317,98.647654
923,98.456253,98.82579,98.725886
922,98.360195,98.619482,98.604608
921,98.34359,98.796815,98.480939
920,98.586005,98.871811,98.691736
919,98.494253,98.724518,98.753019
918,98.601896,98.6407,98.587441
917,98.531303,98.759191,98.509048
916,98.408512,98.755764,98.653325
915,98.376368,98.894641,98.726335
914,98.670323,98.748423,98.594993
913,98.622533,98.675565,98.502915
912,98.646458,98.799782,98.641707
911,98.654033,98.812979,98.729918
910,98.650388,98.874162,98.599747
909,98.53257,98.732419,98.554315
908,98.578199,98.659616,98.558336
907,98.541014,98.775692,98.644018
906,98.458088,98.78498,98.603312
905,98.537484,98.74707,98.712171
904,98.479313,98.752213,98.57392
903,98.560125,98.875595,98.604157
902,98.631154,98.703007,98.495222
901,98.533889,98.718125,98.651076
900,98.56577,98.706804,98.637008
899,98.605422,98.605877,98.621953
898,98.576365,98.769361,98.634844
897,98.481766,98.744054,98.640122
896,98.421643,98.71915,98.6043
895,98.45301,98.710426,98.620671
894,98.474582,98.677605,98.607547
893,98.481151,98.722185,98.598302
892,98.358218,98.725183,98.612437
891,98.423442,98.706481,98.628202
890,98.34772,98.664614,98.586752
889,98.38909,98.788483,98.598258
888,98.376076,98.760965,98.616583
887,98.353353,98.760589,98.607923
886,98.386488,98.571699,98.618257
885,98.386094,98.620951,98.603002
884,98.393551,98.650804,98.583648
883,98.396362,98.649268,98.553123
882,98.272917,98.814128,98.586686
881,98.399927,98.745647,98.629494
880,98.42582,98.684651,98.545357
879,98.418002,98.693682,98.561551
878,98.341543,98.684129,98.545525
877,98.330873,98.672202,98.52119
876,98.440711,98.691982,98.582322
875,98.467747,98.68476,98.554664
874,98.49663,98.672288,98.54601
873,98.458806,98.64687,98.573076
872,98.442051,98.643224,98.562701
871,98.406948,98.613635,98.575446
870,98.373751,98.627773,98.562651
869,98.406338,98.621358,98.578744
868,98.389096,98.626071,98.587817
867,98.50237,98.639603,98.55894
866,98.523757,98.623434,98.552624
865,98.481722,98.633886,98.552774
864,98.398212,98.611094,98.57827
863,98.36483,98.63446,98.576216
862,98.307637,98.599587,98.573929
861,98.361719,98.611342,98.534701
860,98.485069,98.697782,98.532597
859,98.455072,98.847249,98.592388
858,98.317556,98.614116,98.888532
857,98.243739,98.535078,98.747885
856,98.187566,98.550694,98.668006
855,98.359839,98.738065,98.814596
854,98.163636,98.557116,98.849485
853,98.049789,98.783216,98.752103
852,98.141125,98.636278,98.64366
851,98.142058,98.622012,98.686054
850,98.190186,98.580844,98.732528
849,98.25724,98.478577,98.699403
848,98.311038,98.324239,98.646223
847,98.367794,98.577174,98.739362
846,98.216347,98.731511,98.664547
845,98.146029,98.384251,98.782648
844,98.289868,98.528981,98.799332
843,98.226123,98.680195,98.729974
842,98.270496,98.659438,98.811515
841,98.25022,98.579551,98.747589
840,98.271575,98.436028,98.75477
839,98.195122,98.660667,98.726547
838,98.076061,98.644585,98.702278
837,98.100873,98.567865,98.699272
836,98.141058,98.632317,98.762661
835,98.255925,98.563599,98.692391
834,98.280221,98.3576,98.711937
833,98.185753,98.5356,98.699712
832,98.261377,98.56074,98.704462
831,98.22538,98.516891,98.69667
830,98.288568,98.718776,98.739172
829,98.263567,98.619196,98.702943
828,98.106251,98.629952,98.63081
827,98.048156,98.562674,98.5851
826,98.048586,98.51943,98.602293
825,98.107841,98.54795,98.723951
824,98.093112,98.587602,98.614912
823,97.958147,98.541324,98.637201
822,97.925698,98.551505,98.62581
821,97.986195,98.555044,98.568213
820,98.065021,98.634324,98.536879
819,98.044471,98.622502,98.566132
818,98.02089,98.609831,98.631737
817,98.034828,98.522215,98.690341
816,98.014943,98.528727,98.619703
815,97.941177,98.654732,98.594377
814,98.017432,98.609248,98.651101
813,98.01936,98.548195,98.601738
812,97.979184,98.527178,98.682776
811,97.956848,98.504052,98.712435
810,97.969569,98.561387,98.692907
809,97.944735,98.493779,98.657667
808,97.892013,98.438271,98.633772
807,97.883372,98.511618,98.65214
806,97.963942,98.504911,98.642471
805,97.968698,98.471301,98.637671
804,97.936076,98.428531,98.628359
803,97.904835,98.355757,98.675899
802,97.862726,98.415977,98.612309
801,97.840053,98.444931,98.618381
800,97.860223,98.383933,98.71235
799,97.861948,98.324035,98.711292
798,97.776216,98.383312,98.688635
797,97.797192,98.432717,98.616613
796,97.822888,98.359904,98.555311
795,97.789251,98.347871,98.509475
794,97.701428,98.394363,98.556288
793,97.737154,98.347135,98.6263
792,97.845867,98.310038,98.618331
791,97.831574,98.308916,98.618217
790,97.795401,98.302652,98.600504
789,97.733732,98.22419,98.610747
788,97.690055,98.210187,98.578327
787,97.730216,98.284424,98.556822
786,97.649019,98.279151,98.551435
785,97.587518,98.167174,98.512111
784,97.653151,98.104537,98.568671
783,97.700661,98.213677,98.60584
782,97.720252,98.280759,98.579725
781,97.668419,98.35194,98.603016
780,97.617811,98.341978,98.604547
779,97.562609,98.15123,98.583654
778,97.517397,98.134509,98.586317
777,97.577963,98.251621,98.561561
776,97.593951,98.24088,98.519592
775,97.559519,98.211963,98.483725
774,97.507617,98.240593,98.490386
773,97.486101,98.227094,98.497125
772,97.535073,98.156206,98.436886
771,97.527747,98.090443,98.429627
770,97.459394,98.136613,98.451913
769,97.453071,98.210827,98.455895
768,97.479476,98.161023,98.486139
767,97.518824,98.107031,98.489519
766,97.47118,98.105745,98.443252
765,97.428811,98.172351,98.444239
764,97.393217,98.099395,98.486247
763,97.418377,98.098998,98.481275
762,97.447961,98.138305,98.438926
761,97.434264,98.066985,98.444291
760,97.389495,98.035258,98.443282
759,97.380444,98.067537,98.464269
758,97.368603,97.992392,98.498558
757,97.313754,98.00964,98.476148
756,97.274666,98.021176,98.481279
755,97.328457,97.976427,98.439098
754,97.309493,97.943352,98.394453
753,97.323221,97.981292,98.435873
752,97.350296,97.99712,98.428746
751,97.305336,97.986103,98.379693
750,97.281589,98.030877,98.369714
749,97.207609,98.008217,98.345698
748,97.146365,97.991143,98.354928
747,97.242452,97.950071,98.362247
746,97.250239,97.890639,98.373206
745,97.206608,97.867976,98.342332
744,97.156521,97.838124,98.337495
743,97.118191,97.844993,98.454699
742,97.140604,97.881258,98.366514
741,97.157243,97.888071,98.311269
740,97.122122,97.8594,98.339843
739,97.064967,97.816581,98.217911
738,97.072513,97.789865,98.216327
737,97.071589,97.808224,98.239423
736,97.061908,97.786437,98.302094
735,97.124666,97.866187,98.265747
734,97.095135,97.806827,98.280782
733,97.040351,97.730904,98.277037
732,97.071164,97.697151,98.222827
731,97.010728,97.68091,98.251722
730,96.997881,97.737685,98.149087
729,96.998787,97.764866,98.174762
728,96.959687,97.741886,98.186082
727,96.956204,97.713331,98.140674
726,96.922748,97.651967,98.158981
725,96.94049,97.6596,98.270799
724,96.951989,97.619059,98.194276
723,96.966649,97.614131,98.174858
722,96.950534,97.62706,98.12506
721,96.904271,97.618351,98.106155
720,96.904536,97.62724,98.132609
719,96.90637,97.613002,98.154314
718,96.913245,97.618069,98.125404
717,96.869296,97.56655,98.167076
716,96.848172,97.51464,98.094386
715,96.855724,97.59104,98.138556
714,96.829423,97.578761,98.07554
713,96.87604,97.48567,98.071162
712,96.807025,97.497225,98.053296
711,96.788665,97.498102,98.041072
710,96.806411,97.540021,98.091354
709,96.838296,97.377939,98.015216
708,96.796246,97.41877,97.892916
707,96.747757,97.429253,97.974355
706,96.771699,97.410923,98.00462
705,96.776873,97.512213,98.055354
704,96.787082,97.490634,98.006865
703,96.764354,97.4592,97.968397
702,96.805183,97.501553,97.956195
701,96.783193,97.415262,97.871122
700,96.824915,97.419656,98.234016
,,,
700,96.824915,97.419656,98.234016
699,97.927159,95.81407,98.189468
698,97.836032,95.665366,98.119998
697,98.076141,96.007851,98.151924
696,97.990173,95.964874,98.103701
695,97.974869,95.978745,98.100186
694,97.874713,95.926938,98.050764
693,97.781965,95.774795,98.036231
692,97.710693,95.634244,97.998906
691,98.130642,96.054433,98.025662
690,98.024378,95.925137,97.968598
689,97.367901,95.410864,97.918114
688,97.489193,95.421919,97.915457
687,97.936217,95.80201,97.904646
686,97.461998,95.536102,97.827474
685,97.559051,95.555494,97.825971
684,97.380875,95.526447,97.796293
683,97.410731,95.368028,97.735845
682,97.707243,95.578012,97.675954
681,97.746443,95.698574,97.655989
680,97.6047,95.55938,97.662563
679,97.581738,95.456294,97.683051
678,97.569175,95.355464,97.622175
677,97.319807,95.113268,97.640921
676,97.361233,95.278697,97.621455
675,97.501191,95.353157,97.600268
674,97.485679,95.313674,97.601585
673,97.617442,95.373704,97.565469
672,97.311541,95.139048,97.588069
671,97.464391,95.278769,97.546398
670,97.571792,95.412861,97.524614
669,97.657794,95.459003,97.499869
668,97.517061,95.373845,97.467054
667,97.541468,95.334039,97.477169
666,97.560942,95.388073,97.425129
665,97.630011,95.423304,97.401094
664,97.833886,95.569227,97.382994
663,97.741864,95.522304,97.365072
662,97.771366,95.526708,97.342371
661,97.477935,95.29313,97.320492
660,97.399343,95.196369,97.336847
659,97.600964,95.26292,97.343483
658,97.810559,95.417423,97.295844
657,97.971086,95.539135,97.290317
656,97.565607,95.209894,97.23729
655,97.69497,95.401111,97.230626
654,97.675563,95.357302,97.223957
653,97.766898,95.459956,97.196832
652,98.037879,95.758097,97.172863
651,98.037832,95.802681,97.1383
650,97.747472,95.392528,97.168814
649,97.682297,95.349344,97.177561
648,97.848324,95.539507,97.13444
647,97.847666,95.571624,97.116854
646,97.913584,95.552165,97.118146
645,97.93022,95.560213,97.10815
644,97.747751,95.338479,97.125141
643,98.061569,95.653949,97.079688
642,98.270376,95.782275,97.108008
641,98.000757,95.615587,97.052041
640,97.903261,95.487466,97.051385
639,97.997089,95.547681,97.002553
638,97.79211,95.390086,96.973253
637,97.776569,95.431396,96.983554
636,97.785383,95.405673,96.98034
635,98.05617,95.592578,96.979405
634,98.014025,95.641038,96.963532
633,98.036339,95.673787,96.952367
632,97.809917,95.443949,96.967175
631,97.826828,95.441682,96.946057
630,97.850591,95.584272,96.939616
629,97.862543,95.572926,96.949373
628,97.709835,95.317529,96.937939
627,97.929469,95.50565,96.927821
626,97.961156,95.558822,96.975321
625,97.87151,95.543,96.972306
624,98.003586,95.699187,96.955965
623,98.099867,95.832649,96.964777
622,98.200591,95.888163,97.003322
621,98.015008,95.692869,97.022696
620,97.871882,95.661687,97.038933
619,97.829065,95.538637,97.010614
618,97.79805,95.517106,97.02941
617,97.878693,95.723275,97.01314
616,97.870701,95.744254,97.022065
615,97.942653,95.759304,96.988663
614,98.062227,95.779935,96.981111
613,98.074874,95.758383,96.979713
612,98.079923,95.800815,96.977369
611,98.090923,95.735648,96.979251
610,98.130521,95.732098,96.981319
609,98.105105,95.750283,96.991218
608,98.040803,95.672391,96.975629
607,97.99313,95.709227,97.003916
606,98.225682,95.898827,96.99481
605,98.249255,95.956063,96.994859
604,98.366939,96.109546,96.996411
603,98.374494,96.068656,96.999266
602,98.346011,96.050118,97.008899
601,98.295239,96.085097,97.009072
600,98.275382,96.084829,97.033271
599,98.30039,96.059569,97.042157
598,98.195379,95.95609,97.06604
597,98.102621,95.927785,97.101356
596,98.191827,95.984458,97.142789
595,98.303571,96.025112,97.15076
594,98.338471,96.084894,97.17454
593,98.374737,96.142198,97.19742
592,98.32409,96.087404,97.206918
591,98.13369,95.904931,97.238207
590,98.070733,95.923344,97.274061
589,98.214157,96.059413,97.279901
588,98.222214,96.017235,97.286377
587,98.168923,95.963631,97.29826
586,98.053375,95.924097,97.31659
585,98.028455,95.935783,97.324751
584,98.187666,96.067571,97.345317
583,98.378239,96.187265,97.345766
582,98.362233,96.165836,97.352234
581,98.217707,96.112788,97.366758
580,98.129098,96.108403,97.3782
579,98.208077,96.216019,97.368861
578,98.332398,96.339372,97.371173
577,98.494931,96.422279,97.428617
576,98.574782,96.47579,97.464264
575,98.565946,96.465353,97.462546
574,98.444932,96.403,97.484155
573,98.383253,96.323551,97.524333
572,98.313765,96.246666,97.549347
571,98.381319,96.269803,97.589349
570,98.496076,96.410478,97.614425
569,98.441701,94.876772,97.602801
568,98.325873,94.35528,97.615918
567,98.131398,96.06626,97.645299
566,98.018797,95.969669,97.65018
565,98.177988,96.115606,97.635917
564,98.334793,96.274008,97.616921
563,98.336928,96.315937,97.639736
562,98.408533,96.379668,97.644911
561,98.392251,96.332131,97.638962
560,98.443574,96.382379,97.649254
559,98.404729,96.333054,97.667882
558,98.300055,96.143287,97.678231
557,98.338631,96.182387,97.67907
556,98.429421,96.334653,97.676827
555,98.541762,96.485309,97.686576
554,98.41306,96.350664,97.685124
553,98.235692,96.166336,97.694422
552,98.393835,96.295836,97.715473
551,98.515079,96.391211,97.722908
550,98.398563,96.271633,97.722356
549,98.359201,96.258197,97.696902
548,98.171593,96.156017,97.725431
547,97.904925,95.942488,97.761896
546,97.985111,95.998373,97.740826
545,98.139701,96.160956,97.744444
544,98.130241,96.206883,97.753241
543,98.167632,96.276771,97.758219
542,98.400647,96.504687,97.783424
541,98.786079,96.797772,97.788523
540,98.748169,96.689245,97.774394
539,98.538018,96.534899,97.785237
538,98.408291,96.507745,97.784532
537,98.247879,96.325573,97.795082
536,98.342294,96.339644,97.817074
535,98.401562,96.381337,97.84624
534,98.230592,96.296103,97.85878
533,98.31511,96.353166,97.855867
532,98.389618,96.341686,97.858755
531,98.364525,96.313094,97.88755
530,98.267021,96.288214,97.901784
529,98.241001,96.275177,97.881265
528,98.37888,96.417014,97.87468
527,98.427765,96.446928,97.884546
526,98.398342,96.354226,97.88202
525,98.334011,96.319673,97.874718
524,98.249882,96.280043,97.863119
523,98.198218,96.268896,97.854331
522,98.179113,96.353047,97.871018
521,98.236288,96.408331,97.887616
520,98.089821,96.251126,97.869366
519,97.801687,96.006731,97.864136
518,97.754127,95.888338,97.867675
517,97.755539,95.856184,97.893261
516,97.743595,95.888825,97.906013
515,97.657635,95.892264,97.908647
514,97.813534,96.071197,97.915978
513,97.831758,96.08809,97.913791
512,97.682949,95.918705,97.912033
511,97.466793,95.742983,97.903183
510,97.561858,95.92001,97.928544
509,97.741275,96.098398,97.948356
508,97.883765,96.193823,97.967674
507,97.809372,96.108876,97.95324
506,97.617916,95.952606,97.946586
505,97.493438,95.866004,97.977372
504,97.376069,95.808691,98.011725
503,97.353764,95.818302,97.98857
502,97.406772,95.829955,97.984959
501,97.316368,95.771956,97.978255
500,97.208698,95.73994,97.986429
499,97.302609,95.824337,97.999509
498,97.370942,95.947015,97.991836
497,97.338344,95.893151,97.987764
496,97.236448,95.766395,97.996163
495,97.05127,95.672033,97.973261
494,96.893573,95.574072,97.970885
493,97.021094,95.671115,97.978352
492,97.123251,95.761541,97.972121
491,96.968148,95.654232,97.98375
490,96.948451,95.646952,97.986435
489,96.92452,95.650397,97.949983
488,97.054488,95.825536,97.937149
487,96.983748,95.930742,97.908321
486,96.809048,95.804092,97.882859
485,96.659631,95.603415,97.862709
484,96.544871,95.505416,97.811311
483,96.666226,95.642152,97.791038
482,96.639612,95.564638,97.752767
481,96.753614,95.602481,97.733849
480,96.890572,95.631447,97.689959
479,96.725855,95.433034,97.660024
478,96.522348,95.290516,97.61449
477,96.315417,95.18026,97.574361
476,96.121403,94.917874,97.535395
475,96.110412,94.883653,97.504793
474,96.202215,94.8863,97.492702
473,96.138405,94.75168,97.46949
472,96.152911,94.813066,97.417586
471,96.10707,94.735295,97.403355
470,95.838441,94.485352,97.349771
469,95.832649,94.512056,97.332522
468,95.833571,94.530106,97.285367
467,95.815507,94.535297,97.261473
466,95.824757,94.481109,97.244849
465,95.615287,94.259847,97.205158
464,95.300294,93.981475,97.188536
463,95.254296,93.864038,97.12843
462,95.278488,93.816748,97.089945
461,95.199192,93.674786,97.041982
460,95.267665,93.730666,96.998901
459,95.447837,93.898224,96.973001
458,95.681082,94.008127,96.950729
457,95.635138,93.955113,96.886925
456,95.603958,93.908549,96.830398
455,95.636021,93.905866,96.79587
454,95.490729,93.849342,96.75703
453,95.59316,93.860597,96.734265
452,95.816047,93.937502,96.666213
451,95.756993,93.760861,96.60404
450,95.554737,93.46169,96.562688
449,95.60894,93.427579,96.497364
448,95.73121,93.545053,96.416637
447,95.803231,93.57125,96.379513
446,95.898149,93.702935,96.276288
445,95.990168,93.730272,96.197326
444,95.789047,93.469665,96.125582
443,95.874894,93.504533,96.02647
442,95.987924,93.534568,95.958477
441,96.003576,93.453879,95.833226
440,96.079526,93.511253,95.774547
439,96.094574,93.455208,95.718505
438,96.052777,93.399897,95.634707
437,96.327554,93.643248,95.533468
436,96.336003,93.647879,95.478762
435,96.442518,93.645079,95.406774
434,96.431599,93.716527,95.340563
433,96.712691,93.94272,95.24997
432,96.771761,93.904127,95.186032
431,96.701401,93.968864,95.108026
430,96.785534,94.054338,95.035301
429,97.090603,94.197514,94.999871
428,96.876166,94.024383,94.936051
427,97.068045,94.215743,94.834318
426,96.823683,93.988076,94.777861
425,97.131178,94.309831,94.753272
424,96.930473,94.149308,94.707366
423,97.115251,94.26221,94.642912
422,96.871527,94.125723,94.605683
421,97.070527,94.272701,94.576437
420,97.067197,94.228473,94.566729
419,97.445513,94.570246,94.52884
418,97.146581,94.366552,94.497872
417,97.030744,94.353135,94.49086
416,97.304732,94.602284,94.451557
415,97.411038,94.808976,94.418415
414,97.361596,94.724446,94.413107
413,97.511987,94.813326,94.387207
412,97.424907,94.965622,94.391447
411,97.412648,94.9129,94.374492
410,97.343032,94.723918,94.337515
409,96.998637,94.383128,94.338522
408,97.169502,94.438998,94.379952
407,97.427119,94.683205,94.4175
406,97.62475,94.86416,94.418081
405,97.24627,94.718064,94.386579
404,97.449386,94.864513,94.400884
403,97.535289,94.911306,94.35403
402,97.260608,94.873401,94.381828
401,97.39603,94.783184,94.346376
400,97.294029,94.691068,94.27057
399,97.456334,94.876684,94.216341
398,96.981024,94.539321,94.130739
397,97.275874,94.712908,94.022162
396,97.315942,94.675914,93.880789
395,96.880281,94.270036,93.749855
394,97.035056,94.475859,93.588299
393,96.84606,94.262154,93.45815
392,96.611781,94.122273,93.252036
391,96.355169,93.885205,93.032109
390,96.445433,93.879055,92.793821
389,96.568143,93.90634,92.587436
388,96.232928,93.510778,92.333311
387,96.054205,93.405775,92.097714
386,96.091747,93.458504,91.777532
385,96.002251,93.281031,91.477697
384,95.782337,92.859676,91.200808
383,95.334889,92.389262,90.917959
382,95.326484,92.418988,90.586242
381,94.991363,92.123699,90.289361
380,94.754298,91.927895,90.098537
379,94.789203,91.960858,89.907322
378,94.685576,91.83816,89.756576
377,94.25375,91.46958,89.710474
376,94.401668,91.604564,89.705165
375,94.095597,91.504625,89.758223
374,94.136576,91.692179,89.910595
373,94.223355,91.956114,90.141052
372,94.292525,92.147253,90.342699
371,94.103278,92.121295,90.563768
370,93.846387,92.014515,90.797978
369,93.859986,92.083452,91.155837
368,93.8131,92.175921,91.513451
367,94.357285,92.603545,91.814679
366,94.536052,92.845972,92.092144
365,94.518978,92.929818,92.400656
364,94.409337,92.895828,92.707577
363,94.59117,93.061234,93.029757
362,94.790549,93.364365,93.303302
361,95.043369,93.772259,93.570078
360,95.252319,93.979278,93.857104
359,95.05045,93.912776,94.044057
358,95.272321,94.100137,94.257381
357,95.011535,93.905644,94.413085
356,95.280682,94.152986,94.583551
355,95.374994,94.241524,94.716047
354,95.192241,94.271742,94.860011
353,94.888639,94.09812,94.931791
352,94.870974,93.933135,95.039321
351,94.912549,93.98649,95.024163
350,94.627666,93.821845,95.039824
349,94.617851,93.842689,95.002794
348,94.737682,94.096038,94.948305
347,94.087695,93.531999,94.864499
346,93.848954,93.300436,94.704363
345,93.756418,93.429146,94.611654
344,93.216351,92.993153,94.417494
343,92.809418,92.803852,94.179732
342,92.038308,92.268504,93.890462
341,91.506003,91.87921,93.556304
340,90.600403,91.297296,93.185975
339,89.858242,90.773621,92.738386
338,89.343771,90.584559,92.195931
337,87.79286,89.549034,91.552101
336,86.473526,88.630599,90.734682
335,84.825521,87.554571,89.755137
334,82.305214,85.876008,88.530784
333,79.512422,83.897388,86.966098
332,76.368919,81.62221,84.924338
331,71.903808,78.259614,82.339417
330,66.362858,73.848814,79.010708
329,59.878688,68.956335,74.885778
328,51.98951,63.013818,70.022082
327,43.256452,56.493191,64.736328
326,34.091025,49.39666,59.558648
325,24.870303,41.604283,54.892642
324,16.653069,33.832754,50.759022
323,10.181935,27.030878,47.022266
322,6.022559,22.135814,43.488587
321,4.199847,19.752877,40.332509
320,4.162196,19.425687,37.961023
319,5.306819,20.843051,36.65994
318,7.08201,23.094596,36.423687
317,8.280123,24.533347,37.01422
316,9.075886,25.529646,37.94923
315,9.423745,25.962744,38.89354
314,9.365969,25.912402,39.647771
313,9.035489,25.560886,40.190461
312,8.569415,25.081126,40.541153
311,8.015646,24.439528,40.716231
310,7.468142,23.798875,40.825822
309,6.9616,23.176348,40.883571
308,6.533516,22.625831,40.937455
307,6.145821,22.091683,40.982899
306,5.781977,21.49381,41.013476
305,5.413808,20.806471,41.030194
304,5.050813,20.05305,41.009654
303,4.728463,19.274381,40.935806
302,4.426711,18.411029,40.784013
301,4.14833,17.46814,40.535029
300,3.905524,16.445432,40.188209
